Klebsiella | número de entradas: 2459 | date: 2023-05-03 10:44:18.610467
GCA_029909755.1 SAMN33560847
GCF_023093995.1 SAMN27606095
GCF_023093835.1 SAMN26455257
GCF_023066805.1 SAMN22822719
GCF_023066785.1 SAMN22822720
GCF_023066765.1 SAMN22822721
GCF_023066745.1 SAMN22822722
GCF_023066725.1 SAMN22822723
GCF_023066705.1 SAMN22822724
GCF_023066685.1 SAMN22822725
GCF_023066665.1 SAMN22822726
GCF_023066645.1 SAMN22822727
GCF_023066625.1 SAMN22822728
GCF_023066605.1 SAMN22822729
GCA_022675365.2 SAMN26849763
GCA_023037315.1 SAMN19601711
GCF_023025805.1 SAMN23040723
GCF_022982715.1 SAMN27363253
GCF_022982615.1 SAMN27363256
GCF_022982595.1 SAMN27363255
GCF_022982575.1 SAMN27363257
GCF_022982555.1 SAMN27363254
GCF_022964875.1 SAMN17766548
GCF_022964855.1 SAMN17766581
GCF_022964835.1 SAMN17766553
GCF_022964795.1 SAMN17766602
GCF_022921135.1 SAMN27304319
GCA_022041755.2 SAMN16823210
GCA_022041435.2 SAMN16823196
GCA_022041715.2 SAMN16823208
GCA_022035255.2 SAMN16916268
GCA_022675435.2 SAMN26849761
GCA_022041395.2 SAMN16823194
GCA_022041375.2 SAMN16823193
GCF_022870805.1 SAMN23040606
GCF_022870645.1 SAMN16770105
GCF_022869885.1 SAMN27163261
GCF_022869665.1 SAMN14078806
GCF_022869145.1 SAMN27162961
GCF_022828575.1 SAMN23012465
GCF_022828555.1 SAMN23012466
GCF_022828525.1 SAMN23012467
GCF_022809675.1 SAMN26900494
GCF_002258175.2 SAMN06671955
GCF_003036645.2 SAMN08624675
GCF_002852325.2 SAMN07609146
GCF_002853385.2 SAMN07609094
GCF_003037185.2 SAMN08624691
GCF_002258105.2 SAMN06671966
GCF_002258005.2 SAMN06671974
GCF_002164695.2 SAMN06909168
GCF_002894385.2 SAMN08022162
GCF_002811425.2 SAMN07235709
GCF_015159775.2 SAMN16393502
GCF_022809875.1 SAMN26994141
GCF_022760005.1 SAMN22108731
GCF_022759985.1 SAMN22108735
GCF_022759965.1 SAMN22108734
GCF_022759945.1 SAMN22108733
GCF_022759925.1 SAMN22108732
GCF_022759705.1 SAMN22108726
GCF_022759685.1 SAMN22108730
GCF_022759665.1 SAMN22108729
GCF_022759645.1 SAMN22108728
GCF_022759625.1 SAMN22108727
GCF_022759605.1 SAMN26813932
GCF_022759585.1 SAMN26813722
GCF_022749475.1 SAMN26814915
GCF_022749215.1 SAMN26655402
GCA_022699405.1 SAMN26668785
GCF_022699345.1 SAMN26668071
GCF_022699305.1 SAMN26668026
GCF_022701055.1 SAMN16178551
GCF_022700775.1 SAMN16552197
GCA_022699425.1 SAMN26669095
GCF_022699325.1 SAMN26668869
GCF_022163245.2 SAMN25236446
GCA_022649725.1 SAMN09688152
GCF_022605305.1 SAMN26549876
GCF_022592735.1 SAMN24907213
GCF_022592575.1 SAMN20294500
GCF_022577075.1 SAMN21849140
GCF_022570755.1 SAMN26497585
GCF_022569835.1 SAMN26455295
GCF_022559855.1 SAMN25301093
GCF_022559785.1 SAMN23139063
GCF_022559765.1 SAMN23139062
GCA_022559125.1 SAMN12623216
GCA_022559105.1 SAMN09842417
GCA_022559085.1 SAMN09842413
GCF_022558365.1 SAMN18719513
GCA_022539555.1 SAMN22884097
GCF_022539425.1 SAMN26292662
GCF_022533525.1 SAMN26270980
GCF_022533505.1 SAMN26270981
GCA_022494475.1 SAMN13925577
GCF_022494395.1 SAMN13925574
GCF_022494375.1 SAMN13925573
GCA_022494335.1 SAMN13925571
GCF_022494255.1 SAMN13925567
GCF_022494215.1 SAMN13925565
GCF_022494195.1 SAMN13925564
GCF_022494055.1 SAMN13925557
GCF_022493975.1 SAMN13925553
GCF_022492895.1 SAMN26209579
GCF_022492875.1 SAMN26209580
GCF_022492855.1 SAMN26209581
GCF_022453785.1 SAMN26195979
GCF_022453645.1 SAMN26116602
GCF_022453565.1 SAMN26106931
GCF_022439345.1 SAMN15869132
GCF_022439325.1 SAMN15868729
GCF_022439305.1 SAMN15868955
GCF_022439285.1 SAMN15869095
GCF_022439265.1 SAMN15868801
GCF_022439245.1 SAMN15868954
GCA_022439225.1 SAMN15868957
GCF_022439205.1 SAMN15868956
GCF_022439185.1 SAMN15868958
GCF_022439165.1 SAMN15868959
GCF_022439145.1 SAMN15868960
GCF_022439125.1 SAMN15868961
GCF_022439085.1 SAMN17131910
GCF_022439065.1 SAMN15868964
GCF_022439045.1 SAMN15868966
GCF_022439025.1 SAMN15868967
GCF_022439005.1 SAMN15868968
GCF_022438985.1 SAMN15868969
GCF_022438965.1 SAMN15868970
GCF_022438945.1 SAMN15868971
GCF_022438925.1 SAMN15868974
GCF_022438905.1 SAMN15868975
GCF_022438885.1 SAMN15868976
GCF_022438865.1 SAMN15868979
GCF_022438845.1 SAMN15868977
GCF_022438825.1 SAMN15868980
GCF_022438805.1 SAMN15868981
GCF_022438785.1 SAMN15868982
GCF_022438765.1 SAMN15868983
GCF_022438645.1 SAMN15868984
GCF_022438625.1 SAMN15868985
GCF_022438605.1 SAMN15868986
GCF_022438585.1 SAMN15868987
GCF_022438565.1 SAMN15868988
GCF_022438545.1 SAMN17131911
GCF_022438525.1 SAMN15868992
GCF_022438505.1 SAMN15868993
GCF_022438485.1 SAMN15868994
GCF_022438465.1 SAMN15868996
GCF_022438445.1 SAMN15868997
GCF_022438425.1 SAMN15868998
GCF_022438405.1 SAMN15868999
GCF_022438385.1 SAMN15869001
GCF_022438365.1 SAMN15869007
GCF_022438345.1 SAMN15869003
GCF_022438325.1 SAMN15869011
GCF_022438305.1 SAMN15869010
GCF_022438285.1 SAMN15869012
GCF_022438265.1 SAMN15869016
GCF_022438245.1 SAMN15869015
GCF_022438225.1 SAMN17131912
GCF_022438205.1 SAMN17131913
GCF_022438185.1 SAMN17131914
GCF_022438165.1 SAMN17131915
GCF_022438145.1 SAMN15869020
GCF_022438125.1 SAMN15869022
GCF_022438105.1 SAMN15869021
GCF_022438085.1 SAMN17131916
GCF_022438065.1 SAMN15869023
GCF_022438045.1 SAMN17131917
GCF_022438025.1 SAMN15869024
GCF_022438005.1 SAMN15869025
GCF_022437985.1 SAMN15869026
GCF_022437965.1 SAMN15868198
GCF_022437885.1 SAMN15868242
GCF_022437865.1 SAMN15868273
GCF_022437845.1 SAMN15868243
GCF_022435665.1 SAMN15868344
GCF_022435645.1 SAMN15868151
GCF_022435625.1 SAMN15868159
GCF_022435605.1 SAMN15868516
GCF_022435585.1 SAMN15868500
GCF_022435565.1 SAMN15868505
GCF_022435545.1 SAMN15868171
GCF_022435525.1 SAMN15869030
GCF_022435175.1 SAMN15869031
GCF_022435135.1 SAMN17131918
GCF_022435115.1 SAMN15869032
GCF_022435095.1 SAMN17131919
GCF_022435075.1 SAMN15869034
GCF_022435055.1 SAMN15869035
GCF_022435035.1 SAMN15869036
GCF_022435015.1 SAMN17131920
GCF_022434995.1 SAMN15869038
GCF_022434975.1 SAMN15869037
GCF_022434955.1 SAMN15869042
GCF_022434935.1 SAMN15869039
GCF_022434915.1 SAMN15869043
GCF_022434895.1 SAMN15869044
GCF_022434875.1 SAMN17131921
GCF_022434855.1 SAMN15869046
GCF_022434775.1 SAMN15869048
GCF_022434655.1 SAMN15869045
GCF_022434535.1 SAMN15869049
GCF_022434515.1 SAMN17131922
GCF_022434495.1 SAMN15869050
GCF_022434475.1 SAMN15869051
GCF_022434455.1 SAMN17131923
GCF_022434435.1 SAMN15869052
GCF_022434415.1 SAMN15869053
GCF_022434395.1 SAMN15869055
GCF_022434375.1 SAMN15869056
GCF_022434355.1 SAMN17131924
GCF_022434335.1 SAMN17131925
GCF_022434315.1 SAMN17131926
GCF_022434295.1 SAMN17131927
GCF_019900285.2 SAMN20362513
GCF_022433605.1 SAMN17131928
GCF_022433585.1 SAMN17131929
GCF_022433565.1 SAMN17131930
GCF_022433545.1 SAMN17131931
GCF_022433525.1 SAMN15869059
GCF_022433505.1 SAMN15868705
GCF_022433485.1 SAMN15868676
GCF_022433465.1 SAMN15868678
GCF_022433445.1 SAMN15868710
GCF_022433425.1 SAMN15869108
GCF_022433405.1 SAMN15869112
GCF_022433385.1 SAMN15869162
GCF_022433365.1 SAMN15868682
GCF_019900765.2 SAMN20362518
GCF_019900745.2 SAMN20362519
GCF_022369925.1 SAMN15437778
GCF_022369815.1 SAMN15437788
GCF_022354725.1 SAMN13925595
GCF_022354665.1 SAMN13925598
GCF_022354625.1 SAMN13925600
GCF_022354545.1 SAMN13925604
GCF_022354525.1 SAMN25953952
GCF_022354365.1 SAMN13925526
GCF_022354285.1 SAMN13925530
GCF_022354165.1 SAMN13925579
GCF_022354125.1 SAMN13925581
GCF_022354105.1 SAMN13925582
GCF_022353985.1 SAMN13925588
GCF_022353865.1 SAMN13925594
GCF_022353825.1 SAMN13925541
GCF_022353805.1 SAMN13925542
GCF_022353765.1 SAMN13925544
GCA_022353725.1 SAMN13925546
GCF_022353705.1 SAMN13925547
GCF_022353665.1 SAMN13925549
GCF_022353645.1 SAMN13925550
GCF_022353585.1 SAMN13925535
GCF_022353525.1 SAMN13925539
GCF_022213405.2 SAMN25688211
GCF_022343265.1 SAMN21906695
GCF_022343245.1 SAMN21892164
GCF_022213425.1 SAMN25378372
GCF_022059905.1 SAMN25529517
GCF_022023795.1 SAMN13925536
GCF_022009655.1 SAMN25340851
GCF_021952765.1 SAMN22551386
GCF_021952745.1 SAMN22551388
GCF_021899755.1 SAMN25263436
GCF_021899615.1 SAMN25263166
GCF_021899575.1 SAMN25260015
GCF_021869705.1 SAMN13619442
GCF_021768325.1 SAMN20953120
GCF_021729925.1 SAMN15394503
GCF_021729905.1 SAMN15394209
GCF_021729785.1 SAMN15395544
GCF_021729765.1 SAMN15395543
GCF_021655515.1 SAMD00287288
GCF_021655495.1 SAMD00287287
GCF_021655475.1 SAMD00287286
GCF_021655455.1 SAMD00287285
GCF_021655435.1 SAMD00287284
GCF_021655415.1 SAMD00212274
GCF_021560095.1 SAMN24836900
GCF_021535105.1 SAMN24562925
GCF_021535085.1 SAMN24562924
GCF_011742055.2 SAMN14402353
GCF_021498005.1 SAMN14987945
GCF_021497485.1 SAMN17023459
GCF_021497265.1 SAMN13874936
GCF_021496545.1 SAMN15097741
GCF_021496095.1 SAMN17023568
GCF_021485025.1 SAMN24648676
GCF_021485005.1 SAMN24648677
GCF_021484985.1 SAMN24648678
GCF_021484965.1 SAMN24450305
GCF_021464465.1 SAMN18719795
GCF_021460155.1 SAMN22108513
GCF_001718115.2 SAMN05193406
GCF_021442065.1 SAMN24662261
GCF_021442045.1 SAMN24662597
GCF_021442005.1 SAMN24571286
GCF_021441845.1 SAMN24469448
GCF_021184225.1 SAMN23314262
GCF_021432125.1 SAMN24499277
GCF_021432105.1 SAMN24499276
GCF_021432005.1 SAMN24579953
GCF_021431985.1 SAMN24579938
GCF_021398915.1 SAMN24372405
GCF_021398445.1 SAMN20587887
GCF_021398155.1 SAMN24425642
GCF_021397755.1 SAMN24372389
GCF_021397585.1 SAMN24255899
GCF_021391575.1 SAMN24290086
GCF_021390015.1 SAMN23803102
GCF_021389995.1 SAMN23803106
GCA_021312515.1 SAMN09688127
GCA_021266565.1 SAMN24039390
GCA_021266545.1 SAMN24039391
GCA_021266525.1 SAMN24039392
GCA_021266505.1 SAMN24039393
GCA_021266485.1 SAMN24039394
GCF_021249265.1 SAMN23898336
GCF_021228995.1 SAMN23798052
GCF_021228855.1 SAMN23799016
GCF_021228835.1 SAMN23286210
GCF_021228815.1 SAMN23286194
GCF_021228755.1 SAMN23286126
GCF_021228735.1 SAMN23286136
GCF_021228695.1 SAMN23286118
GCF_021172125.1 SAMN23672522
GCF_021166235.1 SAMN15146843
GCF_021166215.1 SAMN23552365
GCF_021166195.1 SAMN23552366
GCF_021166175.1 SAMN23552367
GCF_021166155.1 SAMN23552369
GCF_021166135.1 SAMN23552368
GCF_021166115.1 SAMN23552370
GCF_021166095.1 SAMN23552371
GCF_021166075.1 SAMN23552372
GCF_021166055.1 SAMN23552373
GCF_021138155.1 SAMN21016545
GCF_021138035.1 SAMN21016479
GCF_021137975.1 SAMN21016542
GCF_021137955.1 SAMN21016544
GCF_021137935.1 SAMN21016543
GCF_021137915.1 SAMN21016540
GCF_021137895.1 SAMN21016517
GCF_021137875.1 SAMN21016518
GCF_021137855.1 SAMN21016535
GCF_021137835.1 SAMN21016539
GCF_021137815.1 SAMN21016524
GCF_021137795.1 SAMN21016525
GCF_021137775.1 SAMN21016534
GCF_021137755.1 SAMN21016527
GCF_021137735.1 SAMN21016528
GCF_021137715.1 SAMN21016529
GCF_021137695.1 SAMN21016531
GCF_021137675.1 SAMN21016532
GCF_021137655.1 SAMN21016533
GCF_021137635.1 SAMN21016508
GCF_021137615.1 SAMN21016509
GCF_021135615.1 SAMN21016516
GCF_021057265.1 SAMN20218086
GCF_020995405.1 SAMN23371669
GCF_920103885.1 SAMEA7556989
GCF_020991145.1 SAMN23249428
GCF_020990405.1 SAMN23139350
GCF_020985265.1 SAMN23219801
GCA_018383785.2 SAMN18928741
GCF_018274525.2 SAMN18878033
GCF_020911805.1 SAMN23002890
GCF_020911785.1 SAMN23002891
GCF_020906545.1 SAMN13620534
GCF_020808985.1 SAMN22815109
GCF_020736285.1 SAMN22599454
GCF_020695665.1 SAMN22377416
GCF_020695545.1 SAMN22377431
GCF_020641015.1 SAMN22374975
GCF_020535145.1 SAMN21156845
GCF_020526085.1 SAMN22024779
GCF_020526065.1 SAMN22024782
GCF_020526045.1 SAMN22024780
GCF_020526025.1 SAMN22024781
GCF_020526005.1 SAMN22024794
GCF_020525985.1 SAMN22024795
GCF_020525965.1 SAMN22024796
GCF_020525945.1 SAMN22024797
GCF_020525925.1 SAMN22024800
GCF_020525905.1 SAMN22024798
GCF_020525885.1 SAMN22024789
GCF_020525865.1 SAMN22024799
GCF_020525845.1 SAMN22024791
GCF_020525825.1 SAMN22024802
GCF_020525805.1 SAMN22024801
GCF_020525785.1 SAMN22024803
GCF_020525705.1 SAMN22024809
GCF_020525645.1 SAMN22024793
GCF_020525625.1 SAMN22024811
GCF_020525605.1 SAMN22024812
GCF_020525585.1 SAMN22024806
GCF_020525565.1 SAMN22024808
GCF_020525545.1 SAMN22024815
GCF_020525525.1 SAMN22024807
GCF_020525505.1 SAMN22024792
GCF_020525485.1 SAMN22024790
GCF_020520185.1 SAMN21219937
GCF_020459305.1 SAMN21211508
GCF_018283505.2 SAMN18913844
GCF_020405285.1 SAMN21874042
GCF_020405265.1 SAMN21874043
GCF_020221715.1 SAMN21848771
GCF_020215625.1 SAMN20114092
GCF_020172745.1 SAMN18487814
GCF_020149895.1 SAMEA3357330
GCF_020149875.1 SAMEA3357001
GCF_020149825.1 SAMEA3357427
GCF_020149805.1 SAMEA3357250
GCF_020149785.1 SAMEA3356962
GCF_020099175.1 SAMN21218859
GCF_020097415.1 SAMN21218860
GCF_020080145.1 SAMN21399028
GCF_020080125.1 SAMN21400268
GCF_020023465.1 SAMN18487815
GCF_020023445.1 SAMN18487813
GCA_019974175.1 SAMD00399200
GCF_019931695.1 SAMN20964956
GCF_007955015.2 SAMN12389490
GCF_007954925.2 SAMN12389491
GCF_007955105.2 SAMN12389483
GCF_018138305.2 SAMN18789105
GCF_019915565.1 SAMN21163724
GCF_019915345.1 SAMN20982459
GCF_019915325.1 SAMN20982460
GCF_019915305.1 SAMN20982458
GCF_019900825.1 SAMN20362515
GCF_019890895.1 SAMN21035660
GCF_019880265.1 SAMN20959416
GCF_019823955.1 SAMN20928638
GCF_019823935.1 SAMN20928635
GCF_019823915.1 SAMN20928639
GCF_019823895.1 SAMN20928636
GCF_019823875.1 SAMN20928637
GCF_019823855.1 SAMN20928632
GCF_019823835.1 SAMN20928633
GCF_019823805.1 SAMN20928631
GCF_019823785.1 SAMN20928630
GCF_019823765.1 SAMN20928629
GCF_019803065.1 SAMN20153793
GCF_019798185.1 SAMEA8602826
GCF_019798025.1 SAMEA8602827
GCF_019798005.1 SAMEA8602828
GCF_019797985.1 SAMEA4724625
GCF_019793595.1 SAMN20855505
GCF_019703245.1 SAMD00323043
GCF_019703225.1 SAMD00323042
GCF_019703205.1 SAMD00323041
GCF_019703185.1 SAMD00323040
GCF_019703165.1 SAMD00323039
GCF_019703145.1 SAMD00323038
GCF_019703125.1 SAMD00323037
GCF_019703105.1 SAMD00323036
GCF_019703085.1 SAMD00323035
GCF_019703065.1 SAMD00323034
GCF_019703045.1 SAMD00323033
GCF_019703025.1 SAMD00323032
GCF_019703005.1 SAMD00323031
GCF_019702985.1 SAMD00323030
GCF_019702965.1 SAMD00323029
GCA_019603295.1 SAMN19952029
GCA_019603275.1 SAMN19952051
GCA_019603255.1 SAMN19952047
GCA_019603235.1 SAMN19952052
GCA_019603215.1 SAMN19952046
GCA_019603195.1 SAMN19952049
GCA_019603175.1 SAMN19952045
GCA_019603155.1 SAMN19952054
GCA_019603135.1 SAMN19952053
GCA_019603115.1 SAMN19952038
GCA_019603095.1 SAMN19952043
GCA_019603075.1 SAMN19952044
GCA_019603055.1 SAMN19952041
GCA_019603035.1 SAMN19952039
GCA_019603015.1 SAMN19952042
GCA_019602995.1 SAMN19952032
GCA_019602975.1 SAMN19952034
GCA_019602955.1 SAMN19952031
GCA_019602935.1 SAMN19952028
GCA_019602915.1 SAMN19952033
GCA_019602895.1 SAMN19952030
GCA_019602875.1 SAMN19952027
GCF_911728565.1 SAMEA8995931
GCF_019455345.1 SAMN15567838
GCF_019454345.1 SAMN17108663
GCF_019444635.1 SAMN11963759
GCF_019444195.1 SAMN19312573
GCF_019443585.1 SAMN20422820
GCF_019443565.1 SAMN20422816
GCF_019443545.1 SAMN20422817
GCF_019434295.1 SAMN20375149
GCF_019434275.1 SAMN20373014
GCF_019434255.1 SAMN20373013
GCF_019428485.1 SAMN18388146
GCF_019334825.1 SAMN19980635
GCF_019334705.1 SAMN20115065
GCF_019334625.1 SAMN20245095
GCF_019334545.1 SAMN20170224
GCF_019317265.1 SAMN20130733
GCF_019317245.1 SAMN20130732
GCF_019317225.1 SAMN20130677
GCF_019317205.1 SAMN20130675
GCF_019317185.1 SAMN20130620
GCF_019317165.1 SAMN20130528
GCF_019317145.1 SAMN20130522
GCF_019317125.1 SAMN20130521
GCF_019317105.1 SAMN20130519
GCF_019317085.1 SAMN20130509
GCF_019317065.1 SAMN20130505
GCF_019317045.1 SAMN20130506
GCF_019317025.1 SAMN20130504
GCF_019317005.1 SAMN20115188
GCF_003937135.2 SAMN10249009
GCF_001699105.2 SAMN03252408
GCF_019287195.1 SAMN20115570
GCF_019287095.1 SAMN20115569
GCF_019287035.1 SAMN20115539
GCF_019286955.1 SAMN20115187
GCF_019286855.1 SAMN20115186
GCF_019286755.1 SAMN20115184
GCF_019286695.1 SAMN20115183
GCF_019286635.1 SAMN20115179
GCF_019286515.1 SAMN20115068
GCF_019286455.1 SAMN20115067
GCF_019286375.1 SAMN20115014
GCF_019222805.1 SAMN20064304
GCF_910589455.1 SAMEA7708245
GCF_019134695.1 SAMN19736494
GCF_019107705.1 SAMN19925007
GCF_019107685.1 SAMN19925006
GCF_019048985.1 SAMN15198488
GCF_019048885.1 SAMN19778273
GCF_019048125.1 SAMN16357584
GCF_019047985.1 SAMN16357585
GCF_019047925.1 SAMN16357583
GCF_019038575.1 SAMN19730657
GCF_013376535.2 SAMN14548318
GCF_007421885.2 SAMN12285730
GCF_007421865.2 SAMN12285710
GCF_007421875.2 SAMN12285738
GCF_018885345.1 SAMN19522986
GCF_018831545.1 SAMN15343240
GCF_018623335.1 SAMN18317431
GCF_018604765.1 SAMN16453377
GCF_018604385.1 SAMN18317283
GCF_018604345.1 SAMN16657684
GCF_018604125.1 SAMN19186366
GCF_018604105.1 SAMN19186367
GCF_018502585.1 SAMN18963532
GCF_018502565.1 SAMN18963535
GCF_018487825.1 SAMN19107294
GCF_018454365.1 SAMN19073635
GCF_018449065.1 SAMN19107302
GCF_018449045.1 SAMN19107292
GCF_018394355.1 SAMN19104983
GCF_018388785.1 SAMN18951231
GCF_018336835.1 SAMN15234688
GCF_018324045.1 SAMD00294603
GCF_018314145.1 SAMN18920621
GCF_018314115.1 SAMN18898379
GCF_018310495.1 SAMN18913859
GCF_018279325.1 SAMN17053394
GCF_018279185.1 SAMN13741660
GCF_018278725.1 SAMN18857597
GCF_018204675.1 SAMN18746170
GCF_018199955.1 SAMN18746132
GCF_018140905.1 SAMN18793569
GCF_002853115.2 SAMN07609107
GCA_018140715.1 SAMN18793521
GCA_018140695.1 SAMN18793507
GCF_018139045.1 SAMN18746951
GCF_018128465.1 SAMN17736022
GCF_018128445.1 SAMN17736023
GCF_014490685.2 SAMN13630455
GCF_018075325.1 SAMN18696713
GCF_018075085.1 SAMN02138579
GCF_009738595.2 SAMN13336383
GCF_009661485.2 SAMN13153735
GCF_017968865.1 SAMN18675296
GCF_017916215.1 SAMN18603978
GCF_017916195.1 SAMN18594533
GCF_017894305.1 SAMN14897097
GCF_017894285.1 SAMN14897098
GCF_017863935.1 SAMN17215154
GCF_011742285.2 SAMN14402321
GCF_017815795.1 SAMN14590646
GCF_017815775.1 SAMN14585699
GCF_017815715.1 SAMN18450110
GCF_017809835.1 SAMN15052358
GCF_017798285.1 SAMN16931446
GCF_017743135.1 SAMN18450113
GCF_017743115.1 SAMN18450112
GCF_017743095.1 SAMN18450111
GCF_017743035.1 SAMN18478622
GCF_017742955.1 SAMN18478480
GCF_017742935.1 SAMN18478623
GCF_017742915.1 SAMN18478563
GCF_017742895.1 SAMN18478625
GCF_017639895.1 SAMN18395722
GCF_017639085.1 SAMN17214842
GCF_017639065.1 SAMN17214843
GCF_017638945.1 SAMN18446056
GCF_017357925.1 SAMN18103692
GCF_017351975.1 SAMN18160617
GCF_017348855.1 SAMN18138829
GCF_017315205.1 SAMN18106513
GCF_017310565.1 SAMN17271112
GCF_017310465.1 SAMN16561276
GCF_017310425.1 SAMN15676882
GCF_017310405.1 SAMN15676885
GCF_017310385.1 SAMN15676887
GCF_017310365.1 SAMN15676888
GCF_017310345.1 SAMN15676889
GCF_017310325.1 SAMN15676890
GCF_017310305.1 SAMN15676897
GCA_014655455.2 SAMN14379855
GCF_017301375.1 SAMN18096031
GCF_017277455.1 SAMN17897699
GCF_017161505.1 SAMN14082702
GCF_017161485.1 SAMN14082726
GCF_017161385.1 SAMN11479267
GCF_017161155.1 SAMN14858807
GCF_017161135.1 SAMN13497075
GCF_017086485.1 SAMN18017667
GCF_017084505.1 SAMN17976248
GCF_003261955.3 SAMN08932863
GCF_016939835.1 SAMN16933305
GCF_016939815.1 SAMN16933304
GCF_016939775.1 SAMN16933300
GCF_016939755.1 SAMN16933298
GCF_016939695.1 SAMN16933289
GCF_016939675.1 SAMN16933286
GCF_016939535.1 SAMN16933269
GCF_016939495.1 SAMN16933261
GCF_016925435.1 SAMN17915140
GCF_016925415.1 SAMN17915109
GCF_016925395.1 SAMN17915108
GCF_016925375.1 SAMN17915099
GCF_016925355.1 SAMN17915080
GCF_016925335.1 SAMN17915067
GCF_016925315.1 SAMN17914336
GCF_016925295.1 SAMN17912169
GCF_016925275.1 SAMN17911903
GCF_016925255.1 SAMN17911902
GCF_016925235.1 SAMN17911845
GCF_016925215.1 SAMN17911762
GCF_016904635.1 SAMN16357462
GCF_016904595.1 SAMN16357452
GCF_016904515.1 SAMN16357473
GCF_016904415.1 SAMN16357456
GCF_016904315.1 SAMN16357458
GCF_016904295.1 SAMN16357448
GCF_016904275.1 SAMN16357470
GCF_016904095.1 SAMN16357461
GCF_016904035.1 SAMN16357464
GCF_016903975.1 SAMN16357475
GCF_016903955.1 SAMN16357451
GCF_016903895.1 SAMN16357463
GCF_016903875.1 SAMN16357471
GCF_016903795.1 SAMN16357450
GCF_016903775.1 SAMN16357449
GCF_016903755.1 SAMN16357459
GCF_016903735.1 SAMN16357467
GCF_016903715.1 SAMN16357474
GCF_016903515.1 SAMN16357472
GCF_016903495.1 SAMN16357454
GCF_016903475.1 SAMN16357457
GCF_016903455.1 SAMN16357460
GCF_016903415.1 SAMN16357476
GCF_016903395.1 SAMN16357455
GCF_016903295.1 SAMN16357465
GCF_016903255.1 SAMN16357453
GCF_016903235.1 SAMN16357466
GCF_016903195.1 SAMN16357447
GCF_016903155.1 SAMN16357468
GCF_016903115.1 SAMN16357469
GCF_016864395.1 SAMN05928542
GCF_016812055.1 SAMN17372728
GCF_016804125.1 SAMN15547534
GCF_016804025.1 SAMN14752225
GCF_016801375.1 SAMN16246926
GCF_016800965.1 SAMN17506720
GCF_016780145.1 SAMN17373170
GCF_016780025.1 SAMN17373167
GCF_016774455.1 SAMN17349266
GCF_016774435.1 SAMN17349264
GCF_016772595.1 SAMN17348252
GCF_016772575.1 SAMN17348253
GCF_016772555.1 SAMN17348254
GCF_016772535.1 SAMN17348255
GCF_016758865.1 SAMN16707277
GCF_016743095.1 SAMN17266661
GCF_016727425.1 SAMN16357245
GCF_016694775.1 SAMN17293201
GCF_016629585.1 SAMN07211281
GCF_016618215.1 SAMN16233476
GCF_016616645.1 SAMN16425386
GCF_015022235.1 SAMN10107914
GCF_014041645.2 SAMN15649156
GCF_014041505.2 SAMN15649164
GCF_014041845.2 SAMN15649146
GCF_014041735.2 SAMN15649152
GCF_016510335.1 SAMN17016751
GCF_016415705.1 SAMN17016750
GCF_016403085.1 SAMN17074911
GCF_016403065.1 SAMN17074909
GCF_016237985.1 SAMN17083385
GCF_016071735.1 SAMN16705163
GCF_016067835.1 SAMN16872508
GCF_016066695.1 SAMN17016746
GCF_016066475.1 SAMN17016747
GCF_016066295.1 SAMN17016748
GCF_016066025.1 SAMN17016749
GCF_015999625.1 SAMN17005574
GCF_015999385.1 SAMN16931445
GCF_015992425.1 SAMN16872509
GCF_015992405.1 SAMN16872511
GCF_015992385.1 SAMN16872512
GCF_015992365.1 SAMN16872504
GCF_015992345.1 SAMN16872503
GCF_015992325.1 SAMN16872505
GCF_015992305.1 SAMN16872506
GCF_015992285.1 SAMN16872507
GCF_015992265.1 SAMN16872510
GCF_015910165.1 SAMN13747523
GCF_015910145.1 SAMN13747524
GCF_015832035.1 SAMN16950524
GCF_015775275.1 SAMN16951200
GCF_015775135.1 SAMN16951198
GCF_015774955.1 SAMN16951199
GCF_015774895.1 SAMN16951197
GCF_015024285.2 SAMN13382600
GCF_015694085.1 SAMN16685806
GCF_015694065.1 SAMN16685805
GCF_015694045.1 SAMN16685814
GCA_015318225.2 SAMN15546747
GCF_002852785.2 SAMN07609123
GCF_003038135.2 SAMN08624626
GCA_015644745.1 SAMN16709461
GCF_015601345.1 SAMN16721599
GCA_015476055.1 SAMN16539243
GCA_015475915.1 SAMN16246830
GCF_015356055.1 SAMN16561274
GCF_015356035.1 SAMN16561282
GCF_015356015.1 SAMN16561283
GCF_015355995.1 SAMN16561284
GCF_015355975.1 SAMN16561285
GCF_015355955.1 SAMN16561429
GCF_015355935.1 SAMN16561432
GCF_015355915.1 SAMN16561430
GCF_015355895.1 SAMN16561434
GCF_015355875.1 SAMN16561435
GCF_015355855.1 SAMN16561436
GCF_015355835.1 SAMN16561437
GCF_015353095.1 SAMN16659219
GCF_015338385.1 SAMN16539552
GCF_015291925.1 SAMN16539845
GCF_015291905.1 SAMN16560581
GCF_015290985.1 SAMN08915824
GCF_015290925.1 SAMN16534235
GCF_015290565.1 SAMN16539468
GCF_015290365.1 SAMN16539875
GCF_015290145.1 SAMN16560572
GCF_015289985.1 SAMN16560571
GCF_015289765.1 SAMN16560569
GCF_015289545.1 SAMN16560573
GCF_015289325.1 SAMN16560574
GCF_015289145.1 SAMN16560579
GCF_015288985.1 SAMN16560570
GCF_015288785.1 SAMN16560578
