Salmonella | número de entradas: 1951 | date: 2023-04-28 10:44:43.635615
GCA_029866625.1 SAMN26754305
GCA_018340235.1 SAMN03165657
GCA_018340215.1 SAMN03165658
GCA_018340195.1 SAMN03464499
GCA_018340175.1 SAMN01813422
GCA_018340155.1 SAMN01813434
GCA_018340135.1 SAMN01813423
GCA_018340115.1 SAMN01823748
GCA_018340095.1 SAMN02709317
GCA_018340075.1 SAMN02709323
GCA_018340055.1 SAMN01832085
GCA_018339995.1 SAMN02709328
GCA_018339975.1 SAMN01823752
GCA_018339955.1 SAMN02709349
GCA_018339935.1 SAMN02709348
GCA_018339915.1 SAMN02709286
GCA_018339895.1 SAMN02709351
GCA_018339875.1 SAMN01805330
GCA_018339855.1 SAMN02383571
GCA_018339835.1 SAMN02383573
GCA_018339815.1 SAMN02383574
GCA_018339795.1 SAMN03218167
GCA_018339775.1 SAMN03218162
GCA_018339755.1 SAMN03218200
GCA_018339735.1 SAMN03218173
GCA_018339715.1 SAMN03218176
GCA_018339695.1 SAMN03218188
GCA_018339675.1 SAMN03272209
GCA_018339655.1 SAMN02335376
GCA_018339635.1 SAMN02335407
GCA_018339615.1 SAMN02335402
GCA_018339595.1 SAMN02335379
GCA_018339575.1 SAMN03329204
GCA_018339555.1 SAMN02709440
GCA_018339535.1 SAMN03218181
GCA_018339515.1 SAMN03218179
GCA_018339495.1 SAMN02383572
GCA_018339475.1 SAMN02335384
GCA_018339455.1 SAMN02900172
GCA_018339435.1 SAMN03218190
GCA_018339415.1 SAMN03464514
GCA_018339395.1 SAMN03464512
GCA_018339375.1 SAMN03464515
GCA_018339355.1 SAMN03464525
GCA_018339255.1 SAMN03464543
GCA_018339215.1 SAMN03165677
GCA_018339175.1 SAMN03464534
GCA_018339155.1 SAMN03165679
GCA_018339115.1 SAMN03272215
GCA_018339075.1 SAMN03272220
GCA_018339055.1 SAMN03464522
GCA_018339035.1 SAMN03272221
GCA_018339015.1 SAMN03285079
GCA_018338995.1 SAMN03272232
GCA_018338975.1 SAMN03464516
GCA_018338955.1 SAMN03272231
GCA_018338935.1 SAMN03285098
GCA_018338915.1 SAMN03354384
GCA_018338895.1 SAMN03464575
GCA_018338875.1 SAMN01041108
GCA_018338855.1 SAMN01942308
GCA_018338835.1 SAMN01933084
GCA_018338815.1 SAMN01933086
GCA_018338795.1 SAMN01933107
GCA_018338775.1 SAMN01933108
GCA_018338755.1 SAMN01933110
GCF_018338735.1 SAMN01933083
GCA_018338715.1 SAMN01933087
GCA_018338695.1 SAMN01933111
GCA_018338675.1 SAMN01933123
GCA_018338655.1 SAMN01933155
GCA_018338635.1 SAMN01933147
GCA_018338555.1 SAMN01933088
GCA_018338535.1 SAMN01805318
GCA_018338515.1 SAMN01933115
GCA_018338495.1 SAMN01805327
GCA_018338475.1 SAMN01823736
GCA_018338455.1 SAMN02415193
GCA_018338435.1 SAMN01087967
GCA_018338415.1 SAMN01933185
GCA_018338395.1 SAMN01938999
GCA_018338375.1 SAMN01813419
GCA_018338355.1 SAMN00991058
GCA_018338335.1 SAMN01816346
GCA_018338315.1 SAMN01813432
GCA_018338295.1 SAMN01816347
GCA_018338275.1 SAMN03700983
GCA_018338255.1 SAMN01813433
GCF_018336435.1 SAMN13741975
GCF_018326605.1 SAMN18898401
GCF_018310455.1 SAMN18899572
GCF_018310435.1 SAMN18899574
GCF_018310415.1 SAMN18898463
GCA_010848705.2 SAMN13527206
GCF_017893625.1 SAMN14111683
GCF_017893505.1 SAMN14111684
GCF_017372375.1 SAMN18175052
GCF_017372255.1 SAMN18175062
GCF_017372215.1 SAMN18175061
GCF_006461325.2 SAMN12070264
GCF_017094605.1 SAMN16551963
GCA_017094585.1 SAMN16551964
GCA_017094565.1 SAMN16551965
GCA_017094545.1 SAMN16551966
GCF_014840915.2 SAMN15944976
GCF_014805785.2 SAMN15944967
GCA_008111065.2 SAMN03478587
GCA_010004265.2 SAMN08732049
GCF_016952595.1 SAMN14504768
GCF_016903075.1 SAMN17734270
GCF_016889645.1 SAMN16357413
GCF_016864955.1 SAMN14150057
GCF_016864495.1 SAMN12726102
GCF_016839205.1 SAMN14309717
GCF_014394985.2 SAMN15903639
GCA_016775665.1 SAMN10574815
GCA_016775645.1 SAMN10574816
GCA_016775625.1 SAMN10574820
GCA_016775605.1 SAMN10574819
GCF_016653555.1 SAMN17169784
GCF_016638585.1 SAMN17169725
GCF_016638525.1 SAMN17169750
GCA_015247655.2 SAMN16678581
GCA_015246635.2 SAMN16678602
GCA_015247435.2 SAMN16678597
GCA_012957765.2 SAMN14677211
GCA_012957725.2 SAMN14677212
GCA_012957185.2 SAMN14677208
GCA_015246835.2 SAMN16678612
GCA_016455305.1 SAMN16986405
GCF_016454765.1 SAMN14504803
GCF_016454725.1 SAMN14504525
GCF_016454705.1 SAMN14504546
GCF_016454665.1 SAMN14504550
GCF_016454645.1 SAMN14504560
GCA_016454625.1 SAMN14504561
GCF_016454605.1 SAMN14504562
GCF_016454585.1 SAMN14504574
GCF_016454545.1 SAMN14504594
GCF_016454525.1 SAMN14504595
GCF_016454505.1 SAMN14504600
GCF_016454465.1 SAMN14504656
GCF_016454445.1 SAMN14504703
GCF_016454425.1 SAMN14504707
GCF_016454385.1 SAMN14504710
GCF_016454365.1 SAMN14504713
GCF_016454345.1 SAMN14504718
GCF_016454325.1 SAMN14504724
GCF_016454305.1 SAMN14504730
GCF_016454285.1 SAMN14504742
GCF_016454265.1 SAMN14504769
GCF_016454245.1 SAMN14504782
GCF_016454225.1 SAMN14504796
GCF_016454205.1 SAMN14504815
GCF_016454185.1 SAMN14504823
GCF_016454165.1 SAMN14504824
GCF_016452165.1 SAMN14504767
GCF_016452105.1 SAMN14504879
GCF_016452065.1 SAMN14504894
GCF_016452045.1 SAMN14504909
GCF_016452025.1 SAMN14504919
GCF_016452005.1 SAMN14504925
GCF_016451985.1 SAMN14504941
GCF_015223545.3 SAMN16514989
GCF_016127835.1 SAMN16357235
GCF_016127435.1 SAMN16357236
GCF_016071195.1 SAMN15897436
GCF_016028495.1 SAMN13450408
GCF_016026715.1 SAMN13450458
GCF_016025435.1 SAMN16987445
GCF_016025395.1 SAMN16987172
GCF_016025375.1 SAMN10425280
GCA_015832325.1 SAMN16969693
GCF_015732575.1 SAMN15962526
GCF_015708295.1 SAMN10425354
GCF_015697825.1 SAMN15962523
GCF_015697805.1 SAMN15962524
GCF_015697785.1 SAMN15962525
GCF_015697765.1 SAMN15962527
GCF_015697745.1 SAMN15962528
GCF_015565735.1 SAMN16707726
GCF_903992995.2 SAMEA5976334
GCF_015534835.1 SAMN15296093
GCF_015534815.1 SAMN15296094
GCF_015534795.1 SAMN15296095
GCF_015534775.1 SAMN15296096
GCF_015534755.1 SAMN15296097
GCF_015534735.1 SAMN15296098
GCF_015475615.1 SAMN14111682
GCA_015243055.1 SAMN16540007
GCA_015242875.1 SAMN16540008
GCF_015241115.1 SAMN16552338
GCF_015240995.1 SAMN16552337
GCF_015240855.1 SAMN16552336
GCF_015240635.1 SAMN16552335
GCF_015159575.1 SAMN10425333
GCF_015074905.1 SAMN16450741
GCF_015074885.1 SAMN16450742
GCF_015052825.1 SAMN15950485
GCF_015052805.1 SAMN15950486
GCF_015052785.1 SAMN15950487
GCF_015052765.1 SAMN15950488
GCF_015052745.1 SAMN15950489
GCF_903989485.1 SAMEA5976334
GCF_014858565.1 SAMN11546980
GCF_014858545.1 SAMN11546982
GCF_014854835.1 SAMN16282620
GCF_009728895.2 SAMN10319563
GCF_009728875.2 SAMN10319560
GCF_904129595.1 SAMEA7292288
GCF_014524605.1 SAMN15637410
GCF_014524585.1 SAMN15637151
GCF_014521465.1 SAMN15891899
GCF_014334255.1 SAMN15666299
GCF_014334235.1 SAMN15666300
GCF_014334195.1 SAMN15666302
GCF_014334175.1 SAMN15666303
GCF_014334155.1 SAMN15862390
GCF_014250355.1 SAMN15796617
GCA_014218055.1 SAMN12256456
GCF_006461415.2 SAMN12070255
GCF_013416235.1 SAMN14309715
GCF_013415925.1 SAMN15471789
GCF_013377355.1 SAMN11355816
GCF_013377335.1 SAMN11355817
GCF_013377315.1 SAMN11355818
GCF_013376935.1 SAMN11355835
GCF_013376915.1 SAMN11355843
GCA_001597795.2 SAMN04361532
GCF_013358425.1 SAMN14271042
GCF_013348865.1 SAMN07151168
GCA_013344545.1 SAMD00168437
GCF_013328855.1 SAMN15099378
GCF_013207105.1 SAMN05949357
GCF_013206965.1 SAMN14987684
GCA_008505865.2 SAMN09771069
GCF_006967565.1 SAMN07151175
GCF_006760965.1 SAMN07151153
GCF_006051135.1 SAMN07151169
GCF_006051015.1 SAMN07151172
GCF_007019045.1 SAMN07151161
GCF_006112595.1 SAMN07151159
GCF_006051055.1 SAMN07151155
GCF_006113225.1 SAMN07152238
GCA_006696945.2 SAMN07152253
GCF_005601095.1 SAMN11492378
GCF_005870975.1 SAMN11785349
GCF_013162485.1 SAMN14927985
GCA_013162305.1 SAMN11660493
GCF_013162165.1 SAMN02367807
GCF_013162025.1 SAMN14927987
GCF_013161805.1 SAMN03098767
GCF_013161625.1 SAMN14927984
GCA_013138375.1 SAMN14832283
GCA_013138355.1 SAMN14832288
GCA_013138325.1 SAMN14832284
GCA_013138305.1 SAMN14832285
GCA_013138265.1 SAMN14832286
GCA_013138245.1 SAMN14832281
GCA_013138225.1 SAMN14832287
GCA_013138205.1 SAMN14832282
GCA_013138165.1 SAMN14832290
GCF_013138145.1 SAMN14832280
GCA_013138125.1 SAMN14832289
GCA_013138105.1 SAMN07152246
GCA_009584725.2 SAMN08113903
GCA_009525455.2 SAMN08113982
GCA_009584525.2 SAMN08113976
GCA_008539015.2 SAMN09770862
GCA_008504465.2 SAMN09771004
GCA_008505585.2 SAMN09771020
GCF_006685825.1 SAMN09771024
GCF_005415515.1 SAMN10133013
GCF_005447645.1 SAMN10133019
GCF_005447485.1 SAMN10133037
GCA_008505445.2 SAMN09771054
GCF_005545055.1 SAMN10133080
GCA_008457375.2 SAMN09770935
GCA_005767655.2 SAMN10132842
GCA_005414475.2 SAMN10132874
GCA_008457465.2 SAMN09770951
GCA_005549915.2 SAMN10242836
GCA_008504985.2 SAMN09770996
GCA_011182555.2 SAMN12587078
GCA_010934915.2 SAMN12587258
GCA_008761195.2 SAMN12842902
GCA_008759735.2 SAMN12843007
GCA_008759235.2 SAMN12843039
GCA_008757635.2 SAMN12843061
GCA_008857885.2 SAMN12897351
GCA_007977065.2 SAMN12525558
GCA_007864305.2 SAMN12360162
GCA_011311395.2 SAMN12587090
GCA_008750115.2 SAMN12842771
GCF_013114975.1 SAMN14558686
GCA_013114875.1 SAMN14535293
GCA_012970745.1 SAMN14691772
GCA_007816835.2 SAMN03988231
GCF_006697045.1 SAMN05201855
GCA_007765355.2 SAMN08114010
GCA_012935275.1 SAMN03276122
GCF_000238455.2 SAMN00754299
GCA_012558165.1 SAMD00168438
GCF_012530335.1 SAMN14088117
GCF_012530215.1 SAMN14088120
GCA_902825515.1 SAMEA6624039
GCA_902825525.1 SAMEA6624038
GCF_012054045.1 SAMN14450152
GCF_012053905.1 SAMN14450151
GCF_012053725.1 SAMN14450150
GCF_012053525.1 SAMN14450153
GCF_012053325.1 SAMN14450155
GCF_012053145.1 SAMN14450156
GCF_012052965.1 SAMN14450158
GCF_012052805.1 SAMN14450157
GCF_012052605.1 SAMN14450154
GCF_012052445.1 SAMN14450159
GCF_012052225.1 SAMN14450161
GCF_012052085.1 SAMN14450160
GCF_012051625.1 SAMN14450165
GCF_012051385.1 SAMN14450166
GCF_012051245.1 SAMN14450167
GCF_012051085.1 SAMN14450168
GCF_012050905.1 SAMN14450169
GCF_012050745.1 SAMN14450170
GCF_012050525.1 SAMN14450172
GCF_012050385.1 SAMN14450171
GCF_012050205.1 SAMN14450173
GCF_012050025.1 SAMN14450162
GCF_012049805.1 SAMN14450174
GCF_011466815.1 SAMN13074811
GCF_011466775.1 SAMN13074806
GCF_011466595.1 SAMN13074794
GCF_011466455.1 SAMN13074785
GCF_011466275.1 SAMN13074762
GCF_011466075.1 SAMN13074756
GCF_011465945.1 SAMN13074786
GCF_011465815.1 SAMN13074771
GCF_011465695.1 SAMN13074770
GCF_011465535.1 SAMN13074755
GCA_011388235.1 SAMN08167480
GCA_011388175.1 SAMN14271041
GCA_011388155.1 SAMN14271045
GCF_011304815.1 SAMN10076457
GCA_011303355.1 SAMN14271044
GCA_011303155.1 SAMN14271046
GCA_011302735.1 SAMN14271038
GCA_011302515.1 SAMN14271037
GCA_011302375.1 SAMN14271039
GCA_011302195.1 SAMN14271043
GCA_011301835.1 SAMN14271035
GCA_011301495.1 SAMN14271040
GCA_011301315.1 SAMN14271036
GCF_011057955.1 SAMN12657726
GCF_010919335.1 SAMN13850655
GCF_009884375.1 SAMN12340931
GCF_009884355.1 SAMN12340930
GCF_009857075.1 SAMN08775946
GCF_009806735.1 SAMN13509270
GCF_009756605.1 SAMN10953955
GCF_009756585.1 SAMN10953954
GCF_009756555.1 SAMN10953953
GCF_009756515.1 SAMN10953952
GCF_009756475.1 SAMN10953956
GCF_009756455.1 SAMN10953951
GCF_009734305.1 SAMN13219579
GCF_009730015.1 SAMN11056427
GCF_009729975.1 SAMN11056402
GCF_009729955.1 SAMN11056403
GCF_009729935.1 SAMN11056422
GCF_009729915.1 SAMN11056423
GCF_009729895.1 SAMN11056425
GCF_009728795.1 SAMN10316363
GCF_009667835.1 SAMN12688792
GCF_009667855.1 SAMN04364135
GCF_009667765.1 SAMN12688791
GCF_009667745.1 SAMN12688790
GCF_009664895.1 SAMN13191643
GCF_009664795.1 SAMN13191644
GCF_009664655.1 SAMN13191645
GCF_009664635.1 SAMN13191646
GCF_009664615.1 SAMN13191642
GCF_009664595.1 SAMN13191647
GCF_009664575.1 SAMN13191648
GCF_009664555.1 SAMN13191649
GCF_009650395.1 SAMN13002973
GCF_009650375.1 SAMN13002952
GCF_009650355.1 SAMN13002763
GCF_009650055.1 SAMN05589873
GCF_009648835.1 SAMN00991042
GCF_009648815.1 SAMN01933113
GCF_009648795.1 SAMN01088008
GCF_009648775.1 SAMN01933083
GCF_009648755.1 SAMN00991044
GCF_009648735.1 SAMN00991047
GCF_009648715.1 SAMN01823701
GCF_009497855.1 SAMN10076455
GCF_009497835.1 SAMN10076456
GCF_009388185.1 SAMN13031563
GCF_009387895.1 SAMN13031564
GCF_009184685.1 SAMN12916230
GCF_009017335.1 SAMN11333159
GCF_009017315.1 SAMN11333171
GCF_009017295.1 SAMN11333153
GCF_008931245.1 SAMN10914547
GCF_008931225.1 SAMN10914546
GCF_008807355.1 SAMN12608379
GCF_008727655.1 SAMN12648951
GCF_008727635.1 SAMN12648952
GCF_008727615.1 SAMN12648953
GCF_008727595.1 SAMN12648954
GCF_008727575.1 SAMN12648955
GCF_008727555.1 SAMN12648956
GCA_008705215.1 SAMN12774580
GCF_008386295.1 SAMN12715008
GCF_008330205.1 SAMN12287751
GCF_008313815.1 SAMN12634962
GCF_008244845.1 SAMN12086477
GCF_008244825.1 SAMN12086476
GCF_008244805.1 SAMN12086475
GCF_008244785.1 SAMN12086474
GCF_008124065.1 SAMN12603255
GCF_004923415.2 SAMN11445820
GCF_000494385.3 SAMN02415169
GCF_000484195.3 SAMN02415150
GCA_007972985.1 SAMN08833157
GCA_007972405.1 SAMN08833169
GCA_007972245.1 SAMN08773302
GCA_007972065.1 SAMN08833160
GCA_007971865.1 SAMN08833175
GCF_007923125.1 SAMN10352160
GCF_007833775.1 SAMN09873985
GCF_007431545.1 SAMN09378347
GCF_006969245.1 SAMN09519168
GCF_004224885.1 SAMN09943626
GCF_006874805.1 SAMN04088947
GCF_006741505.1 SAMD00171749
GCF_006740725.1 SAMN11252889
GCF_006517155.1 SAMN02352684
GCF_006517135.1 SAMN02709277
GCF_006517075.1 SAMN11979401
GCF_006517055.1 SAMN11979403
GCF_006517035.1 SAMN11979402
GCF_006517015.1 SAMN11979404
GCF_006516995.1 SAMN11979405
GCF_004124055.2 SAMN10290244
GCF_006402875.1 SAMN11252736
GCF_006385115.1 SAMN10833329
GCF_006384195.1 SAMN09302771
GCF_006365335.1 SAMN11056483
GCF_006364755.1 SAMN11056480
GCF_006351805.1 SAMN09943633
GCF_006228345.1 SAMN11353131
GCF_000698515.2 SAMN00991042
GCF_006165285.1 SAMN08178012
GCF_006165265.1 SAMN08178174
GCF_006165245.1 SAMN08178170
GCF_006165225.1 SAMN08178051
GCF_006165205.1 SAMN08178026
GCF_006165185.1 SAMN08177985
GCF_006165165.1 SAMN08178172
GCF_006165145.1 SAMN08178053
GCF_006165125.1 SAMN08178024
GCF_006165105.1 SAMN08177984
GCF_006088735.1 SAMN10537407
GCF_005954705.1 SAMN10833328
GCF_005930995.1 SAMN10261267
GCF_005457265.1 SAMN10261265
GCF_003902395.1 SAMN10261268
GCF_005890175.1 SAMN10833327
GCF_005890095.1 SAMN06030081
GCF_005889975.1 SAMN09943628
GCF_005889955.1 SAMN09943619
GCF_005885935.1 SAMN11786967
GCF_005885895.1 SAMN11787766
GCF_005885875.1 SAMN11787765
GCF_005885855.1 SAMN11787767
GCF_005885835.1 SAMN11792777
GCF_005844025.1 SAMN11665396
GCF_901457625.1 SAMEA5577693
GCF_901457615.1 SAMEA5577690
GCF_005576595.1 SAMN02265272
GCF_005576575.1 SAMN02678532
GCF_005537375.1 SAMN11333169
GCF_005537135.1 SAMN06030095
GCF_004124095.2 SAMN10290237
GCF_004124035.2 SAMN10279393
GCF_004124195.2 SAMN10291561
GCF_004124175.2 SAMN10291586
GCF_004124155.2 SAMN10291458
GCF_004124215.2 SAMN10292850
GCF_003627015.2 SAMN00860590
GCF_005222465.1 SAMN08903161
GCF_005221485.1 SAMN08724823
GCF_005166225.1 SAMN08944422
GCF_005160405.1 SAMN11333170
GCF_005160365.1 SAMN11333161
GCF_005144985.1 SAMN11333156
GCF_005144945.1 SAMN11333150
GCF_005144925.1 SAMN11333147
GCF_000698715.2 SAMN00989085
GCF_000748245.2 SAMN00862341
GCF_000748565.2 SAMN00862340
GCF_005094845.1 SAMN11333157
GCF_004941405.1 SAMN11333167
GCF_004923395.1 SAMN11445819
GCF_004919465.1 SAMN11333166
GCF_004919445.1 SAMN11333165
GCF_004919425.1 SAMN11333164
GCF_004919405.1 SAMN11333162
GCF_004919385.1 SAMN11333160
GCF_004919365.1 SAMN11333158
GCF_004919345.1 SAMN11333154
GCF_004919325.1 SAMN11333152
GCF_004919305.1 SAMN11333146
GCF_004919285.1 SAMN11333144
GCF_004919265.1 SAMN11333155
GCF_004919225.1 SAMN11333149
GCF_004919205.1 SAMN11333142
GCF_004919185.1 SAMN11333143
GCF_004919165.1 SAMN11333140
GCF_004919145.1 SAMN11333141
GCF_004848885.1 SAMN00991044
GCF_004848685.1 SAMN00991047
GCF_004848545.1 SAMN00991046
GCF_004848405.1 SAMN00991048
GCF_004848145.1 SAMN01942300
GCF_004847885.1 SAMN01942254
GCF_004847745.1 SAMN01942253
GCF_004847625.1 SAMN01942246
GCF_004847605.1 SAMN01942268
GCF_004847585.1 SAMN01942313
GCF_004847565.1 SAMN01942233
GCF_004847545.1 SAMN01942296
GCF_004847525.1 SAMN01816358
GCF_004847505.1 SAMN01816359
GCF_004847345.1 SAMN01942244
GCF_004847145.1 SAMN01816351
GCF_004847005.1 SAMN01816352
GCF_004798765.1 SAMN10501886
GCF_004798745.1 SAMN06030177
GCF_004792455.1 SAMN11333163
GCF_004792435.1 SAMN11333145
GCF_004768665.1 SAMN10501888
GCF_004768645.1 SAMN06030204
GCF_004768625.1 SAMN10501887
GCF_004768605.1 SAMN06030139
GCF_004768585.1 SAMN11029489
GCF_004768565.1 SAMN11029488
GCF_004564195.1 SAMN06560104
GCF_004194605.3 SAMN08848549
GCF_004194635.3 SAMN08848556
GCF_004358925.1 SAMN11129919
GCF_004354285.1 SAMN02678831
GCF_004354245.1 SAMN10498876
GCF_004354225.1 SAMN04192176
GCF_004328805.1 SAMN02716893
GCF_004328785.1 SAMN02716883
GCF_004328765.1 SAMN08150418
GCF_004194615.2 SAMN08848595
GCF_004194625.2 SAMN08848603
GCF_004136335.1 SAMN09630442
GCF_004136175.1 SAMN02716906
GCF_004136155.1 SAMN02716898
GCF_004136135.1 SAMN02716897
GCF_004136115.1 SAMN02716905
GCF_004136095.1 SAMN02716896
GCF_004136075.1 SAMN02716895
GCF_004136055.1 SAMN02716894
GCF_004136035.1 SAMN02716901
GCF_004135835.1 SAMN08449845
GCF_004126495.1 SAMN10441277
GCF_004022525.1 SAMN10716141
GCF_004010755.1 SAMN10689167
GCF_004010735.1 SAMN10689135
GCF_003999215.1 SAMN08277293
GCF_003994815.1 SAMN10638885
GCF_003994755.1 SAMN10638887
GCF_003994735.1 SAMN10638908
GCF_003994715.1 SAMN10638914
GCF_003994695.1 SAMN10638923
GCF_003994675.1 SAMN10638926
GCF_003994655.1 SAMN10638888
GCF_003994635.1 SAMN10638893
GCF_003994615.1 SAMN10638894
GCF_003994595.1 SAMN10638897
GCF_003994575.1 SAMN10638899
GCF_003994555.1 SAMN10638920
GCF_003986675.1 SAMN08274661
GCF_003986655.1 SAMN08737533
GCF_003986635.1 SAMN08737531
GCF_003971525.1 SAMN09741727
GCF_900636165.1 SAMEA3443782
GCF_900636155.1 SAMEA3443767
GCA_900635865.1 SAMEA3222070
GCF_900635855.1 SAMEA3222072
GCF_900635725.1 SAMEA2634531
GCF_900635695.1 SAMEA2709028
GCF_900635675.1 SAMEA2689777
GCF_900635655.1 SAMEA2689762
GCF_900635645.1 SAMEA2689759
GCF_900635615.1 SAMEA2689752
GCA_900635605.1 SAMEA2689760
GCF_900635595.1 SAMEA2634528
GCA_900635585.1 SAMEA2689761
GCF_900635575.1 SAMEA2665122
GCF_900635565.1 SAMEA2665121
GCF_900635555.1 SAMEA2634534
GCF_900635545.1 SAMEA2634533
GCF_900635535.1 SAMEA2665118
GCA_900635525.1 SAMEA2634511
GCF_900635515.1 SAMEA2634516
GCF_900635485.1 SAMEA2612501
GCA_900635085.1 SAMEA2634520
GCF_900635075.1 SAMEA2634524
GCF_003931815.1 SAMN10491298
GCF_003864055.1 SAMN10485462
GCF_003864035.1 SAMN10485461
GCF_003864015.1 SAMN10485463
GCF_003856755.1 SAMN08098100
GCF_003719555.1 SAMN09208111
GCF_003719255.1 SAMN09320515
GCF_003719235.1 SAMN09320508
GCF_003719215.1 SAMN09320534
GCF_003718655.1 SAMN09320506
GCF_003718635.1 SAMN09320525
GCF_003718615.1 SAMN09320565
GCF_003718595.1 SAMN09320566
GCF_003718575.1 SAMN09320567
GCF_003718555.1 SAMN09320568
GCF_003718535.1 SAMN09320569
GCF_003718515.1 SAMN09320570
GCF_003718495.1 SAMN09320571
GCF_003718475.1 SAMN09320572
GCF_003718455.1 SAMN09320573
GCF_003718435.1 SAMN09320574
GCF_003718415.1 SAMN09320575
GCF_003718395.1 SAMN09320576
GCF_003718375.1 SAMN09320577
GCF_003718355.1 SAMN09320578
GCF_003718315.1 SAMN09320529
GCF_003718295.1 SAMN09320530
GCF_003718275.1 SAMN09320531
GCF_003718255.1 SAMN09320532
GCF_003718235.1 SAMN09320533
GCF_003718195.1 SAMN09320535
GCF_003718175.1 SAMN09320536
GCF_003718155.1 SAMN09320537
GCF_003718135.1 SAMN09320538
GCF_003718115.1 SAMN09320539
GCF_003718095.1 SAMN09320540
GCF_003718075.1 SAMN09320541
GCF_003718055.1 SAMN09320542
GCF_003718035.1 SAMN09320543
GCF_003718015.1 SAMN09320544
GCF_003717995.1 SAMN09320545
GCF_003717975.1 SAMN09320546
GCF_003717955.1 SAMN09320547
GCF_003717935.1 SAMN09320548
GCF_003717915.1 SAMN09320549
GCF_003717895.1 SAMN09320550
GCF_003717875.1 SAMN09320551
GCF_003717855.1 SAMN09320552
GCF_003717835.1 SAMN09320553
GCF_003717815.1 SAMN09320554
GCF_003717795.1 SAMN09320555
GCF_003717775.1 SAMN09320556
GCF_003717755.1 SAMN09320557
GCF_003717735.1 SAMN09320558
GCF_003717715.1 SAMN09320559
GCF_003717695.1 SAMN09320560
GCF_003717675.1 SAMN09320561
GCF_003717655.1 SAMN09320562
GCF_003717635.1 SAMN09320563
GCF_003717615.1 SAMN09320564
GCF_003717575.1 SAMN09320507
GCF_003717535.1 SAMN09320509
GCF_003717515.1 SAMN09320510
GCF_003717475.1 SAMN09320511
GCF_003717455.1 SAMN09320512
GCF_003717435.1 SAMN09320513
GCF_003717395.1 SAMN09320514
GCF_003717355.1 SAMN09320516
GCF_003717285.1 SAMN09320517
GCF_003717215.1 SAMN09320518
GCF_003717135.1 SAMN09320519
GCF_003717115.1 SAMN09320520
GCF_003717095.1 SAMN09320521
GCF_003717075.1 SAMN09320522
GCF_003717055.1 SAMN09320523
GCF_003717035.1 SAMN09320526
GCF_003717015.1 SAMN09320527
GCF_003716995.1 SAMN09320528
GCF_003710205.1 SAMN10243030
GCF_003710185.1 SAMN10272908
GCF_003710165.1 SAMN10243028
GCF_003710145.1 SAMN10243031
GCF_003710125.1 SAMN10243029
GCF_003691385.1 SAMN10250222
GCF_002234735.2 SAMN06045033
GCF_002234755.2 SAMN06045055
GCF_003663765.1 SAMN10103914
GCF_003641325.1 SAMN10176521
GCF_003641305.1 SAMN10176435
GCF_003641285.1 SAMN10176436
GCF_003641265.1 SAMN10176433
GCF_003606225.1 SAMN07522555
GCF_003595725.1 SAMN09791862
GCF_003595645.1 SAMN09791878
GCF_003590755.1 SAMN09791864
GCF_003590695.1 SAMN09791879
GCF_003589865.1 SAMN08868674
GCF_003589845.1 SAMN08868685
GCF_003589825.1 SAMN08868707
GCF_003589805.1 SAMN03894186
GCF_003589785.1 SAMN03988299
GCF_003571625.1 SAMN04014968
GCF_000487295.3 SAMN01823712
GCF_003515965.1 SAMN07604329
GCF_003429465.1 SAMN07507058
GCF_003429445.1 SAMN07663064
GCF_003429425.1 SAMN07663062
GCF_003429365.1 SAMN07580859
GCF_003347075.1 SAMN04849646
GCF_001448665.2 SAMN03470707
GCF_001448785.2 SAMN03485849
GCF_003325335.1 SAMN09237646
GCF_003325275.1 SAMN06045193
GCF_003325215.1 SAMN06044987
GCF_003325195.1 SAMN06045089
GCF_003325255.1 SAMN06045058
GCF_003325315.1 SAMN06045076
GCF_003325155.1 SAMN06045069
GCF_003325135.1 SAMN06045123
GCF_003325115.1 SAMN06045107
GCF_003325095.1 SAMN06045068
GCF_003325075.1 SAMN06045239
GCF_003325035.1 SAMN06045182
GCF_003325015.1 SAMN06045028
GCF_003324995.1 SAMN06045063
GCF_003324975.1 SAMN06045066
GCF_003324955.1 SAMN06044983
GCF_003324935.1 SAMN06045071
GCF_003324915.1 SAMN06045011
GCF_003324875.1 SAMN09237638
GCF_003324855.1 SAMN09237639
GCF_003324835.1 SAMN09237640
GCF_003324815.1 SAMN09237641
GCF_003324795.1 SAMN09237642
GCF_003324775.1 SAMN09237643
GCF_003324755.1 SAMN09237644
GCF_002762135.3 SAMN07945789
GCF_003312565.1 SAMN09534371
GCF_003296145.1 SAMN09464427
GCF_900475825.1 SAMEA4557835
GCF_900475965.1 SAMEA4557834
GCF_900478065.1 SAMEA4028451
GCF_900478235.1 SAMEA4028447
GCF_900478205.1 SAMEA4028446
GCF_900475895.1 SAMEA4028443
GCF_900478215.1 SAMEA4028441
GCF_900478155.1 SAMEA4028440
GCF_900478225.1 SAMEA4028439
GCF_900478195.1 SAMEA4028434
GCF_900477985.1 SAMEA4028433
GCF_900477895.1 SAMEA4017719
GCF_900477905.1 SAMEA4017717
GCF_900477995.1 SAMEA4012326
GCF_900477885.1 SAMEA4007821
GCF_900477925.1 SAMEA4007819
GCF_900478405.1 SAMEA3222078
GCF_900478435.1 SAMEA2689776
GCF_900478375.1 SAMEA2689765
